"","Reviews","Language","Language_score","Sentiment","Mixed","Negative","Neutral","Positive"
"204","Hi!:)
SPOILER PLACE
On the one hand, it was not possible to tell the old lady because Alz-heimer is pathological, senile. He should not upset such patients with such things, and he does not remember mostly anything of his life... he would have come out unpleasantly, despite this, I think it was a touching part.:)
On the other, I agree... I certainly couldn't resist writing a letter to the boy, even though I didn't get it from him. I wanted to find out the reason why he didn't write...
By the way, I think it's a fabulous story, I love","en",0.996008038520813,"POSITIVE",0.02235,0.05471,0.05419,0.86875
"205","I watch the movie last night... well, I'm impressed!!!! I don't usually cry on movies, but here at times my throat got so close, it almost hurts! It still hasn't completely gone away. Maybe you know the feeling. 
It was really an unforgettable experience. I'm sure I'll check it a few more times. I also fell in love with the guy in the lead, the look, the pain, the way he could express his feelings... it was incredible! They were really good together... especially the boating scene...
For me 10/10 I added it to the Favorites:)
SPOILER
I didn't understand a thing or two. But perhaps it will be clear for the long time. 
When their children visit them, why does the nurse tell Allie that they're not her children? Or could it not be because of his illness? 
Then, when she's out of town, why didn't she write to the guy? If he loved her so much...? I'm sure the boy would have received his letters. 
By the way, who played Allie's fiancé (Rower?)? The casting is something about Tim Ivey, but I think it's more like James Marsden, right?
His films don't include “The Notes of Love “...
I can't find anything on Tim Ivey.","en",0.997498035430908,"POSITIVE",0.00167,0.00041,0.00074,0.99718
"206","These are still not excuses, and they are not even opinions - and I would certainly not call it criticism. Besides the fact that Rachel McAdams' voice is qrva annoying, do you have any other arguments against the movie?","en",0.994657695293427,"NEGATIVE",0.12335,0.73291,0.13343,0.0103
"207","I cried about it, and it made me very sad.
Fantastically well-crafted film with a perfect story, perfectly playing actors.","en",0.987788319587708,"MIXED",0.58999,0.02361,0.00112,0.38529
"208","I liked the movie, but I was wondering what you didn't like about it.
if it was not that romantic and was not included dirr-durr:))))","en",0.998347163200378,"MIXED",0.97528,0.00153,0.00079,0.02241
"209","That's absolutely true! Everyone likes it differently, otherwise what a boring world it would be... so colourful:) As far as I'm concerned, I watched it first with my love, he showed it (guy by the way) and I tremble the whole thing. From acquaintance with the amusement park to their deaths.Fantastic visual world, amazing music and the content of the Film itself, and its emotional charge, took the palm at me:) And when they were forced to separate from each other... my eyes burst into tears, as I had the pleasure of finding true love, so I could fully feel what You will go through the 2 youngsters! So for me an absolute star five:)","en",0.996317148208618,"POSITIVE",0.00015,0.00032,0.00059,0.99894
"210","“at least we'll laugh at your pathetic excuses about why this movie isn't good!” 
Why would excuses be pathetic? That's stupid. Don't be biased.
“The Hungarian voice of Rachel McAdams could be criticised (because of her little annoying screams), and that's not the fault of the film!” 
I've seen it in the original language, it mews and qrva annoying in the original.
On the other hand, if it is already a criticism: It is customary to start a sentence with a capital letter. Or in case you didn't know, if you first hit Shift and put the letter on it, it'll be big!
“and talk to me when you can make such a good movie or write. You can show me when you're done. Go!”
You know, everybody's got a different movie. I don't understand what you have to do with someone who doesn't like it. And what I was trying to say with my comment was that we could come with other, similar tastes like me, with whom we could talk about why we didn't like the film. For those who like it, it's useless to write anything because they'll react like you. You “attack” right away. But yes, this forum is about making everyone express their liking or dislike. I don't like it in this case. And I would like to talk about it with other people, and not those who like it and you can say anything, it's not going to change your mind. I don't know how understandable it is. So if there's someone here who, like me, can't give you more than three points for this, I'll come back. In the meantime, everyone should just write how wonderful the film should be. (that's why the forum is)","en",0.997734904289246,"NEGATIVE",0.01244,0.95638,0.02694,0.00424
"211","It made me sad. I cried about it. It's not surprising. I wouldn't say that's the typical girl movie. It felt a little stronger for me than other romantic movies. The true love story seems corny, but it's not. It's what everyone in the world wants, that's what they're after. Some people get it, and some don't. 
My only girlfriend was conquered by her partner by loaning her the DVD...","en",0.997270703315735,"NEGATIVE",0.12563,0.85745,0.00957,0.00734
"212","and my favoriteXD najo is not, but one of my favorites is for sure:)","en",0.985806584358215,"POSITIVE",0.02049,0.00198,0.02532,0.95221
"213","One of the most beautiful pieces I've ever seen!! Top 10 is included in me!!!","en",0.998459160327911,"POSITIVE",3e-05,4e-05,0.00067,0.99926
"214","It's rare to see such a very good movie. I want to see it again.","en",0.99723356962204,"POSITIVE",0.00012,0.00253,0.00154,0.99582
"215","I cried on the film and cried on the book when I read it from the movie. There is no more beautiful and beautiful story!! There's a part where the movie and the book is better. It's hard to decide between them. Wonderful.","en",0.996190309524536,"POSITIVE",0.00051,0.00146,0.00031,0.99772
"216","and I liked the movie too: D I gave you a 10!","en",0.999731659889221,"POSITIVE",9e-05,8e-05,0.00059,0.99924
"217","It's very nice. I really liked it. One of my favorites. 10 points:)","en",0.996899604797363,"POSITIVE",5e-05,2e-05,0.00026,0.99967
"218","Okay, you can call people who don't like this movie. at least we'll laugh at your pathetic excuses about why this movie isn't good! xD max the Hungarian voice of Rachel McAdams could be criticised (because of her slightly annoying screams), and that is not the fault of the film! And talk to me when you can make a good movie or write. You can show me when you're done. Go!","en",0.996990621089935,"MIXED",0.72361,0.19637,0.01539,0.06464
"219","Who's stopping you from criticizing him? A topic is not just to spill in a film with your words, but also to exchange opinions.
Don't just say, “so criticize it,” let's see that special opinion.","en",0.995175957679749,"NEUTRAL",0.0026,0.30126,0.68132,0.01482
"220","On this film there is nothing to criticize!! It's just a wonderful movie. He is full of emotions, and then one can only desire to be loved in the same way, and to love him in the same way. I'm not too sentimental when it comes to movies, but I cried all this. There's nothing to argue about. This film is unquestionably 10 out of 10!!!!","en",0.996519267559052,"POSITIVE",0.00101,0.00114,0.00012,0.99772
"221","You can't read as much spill as in this topik. But I would like to criticize this film with a few more people, because there is plenty to criticize it. So here come our dear Anti-Love Cards too!<U+1366>))","en",0.995016276836395,"MIXED",0.88469,0.03992,0.02309,0.0523
